LOBO 0019 - Yaquina
Yaquina Bay
date [PST]	CDOM [QSDE]	conductivity [S/m]	dissolved oxygen [ml/l]	fluorescence [ug/L]	nitrate [uM]	oxygen saturation [ml/l]	oxygen % saturation [%]	PAR	phosphate concentration [uM]	pressure [dBar]	ps voltage [V]	salinity	scattering coeff [1/m*sr]	temperature [C]	turbidity [NTU]
2007-11-13 07:00:00	7.13	3.59	6.49	1.02	12.8	6.30	103.0			2.683	14.1	32.16	0.007408	10.70	2.53
2007-11-13 08:00:00	7.14	3.59	6.67	0.84	12.5	6.31	105.8			2.690	14.1	32.15	0.007114	10.67	2.43
2007-11-13 11:00:00											14.1				
2007-11-13 12:00:00											14.1				
2007-11-13 13:00:00	7.60	3.57	6.16	0.79	13.2	6.32	97.4			2.700	14.2	31.99	0.006741	10.59	2.30
2007-11-13 14:00:00	6.87	3.59	6.56	0.78	13.0	6.29	104.3			2.699	14.2	32.06	0.006121	10.84	2.09
2007-11-13 15:00:00	6.84	3.60	6.49	0.81	12.7	6.29	103.2			2.691	14.2	32.09	0.005766	10.82	1.97
2007-11-13 16:00:00	7.03	3.61	6.70	0.83	12.4	6.28	106.8			2.693	14.2	32.15	0.006570	10.88	2.24
2007-11-13 17:00:00	7.05	3.60	6.83	0.82	12.4	6.28	108.7			2.690	14.2	32.13	0.006861	10.85	2.34
2007-11-13 18:00:00	7.77	3.57	6.73	0.82	13.1	6.30	106.7			2.690	14.2	31.92	0.008991	10.76	3.07
2007-11-13 21:00:00	8.22	3.54	6.53	0.82	13.5	6.33	103.2			2.670	14.1	31.72	0.008688	10.63	2.96
2007-11-13 22:00:00	8.06	3.55	6.29	0.78	13.4	6.33	99.4			2.670	14.1	31.77	0.008033	10.63	2.74
2007-11-14 00:00:00	8.79	3.51	6.42	0.84	14.0	6.35	101.1			2.650	14.1	31.48	0.008081	10.53	2.76
2007-11-14 01:00:00	8.90	3.49	6.61	0.80	14.6	6.37	103.8			2.630	14.1	31.31	0.007304	10.48	2.49
2007-11-14 02:00:00	8.98	3.48	6.40	0.76	14.6	6.37	100.4			2.623	14.1	31.30	0.007381	10.43	2.52
2007-11-14 04:00:00	8.02	3.54	6.08	0.79	13.0	6.34	95.8			2.606	14.1	31.79	0.006498	10.49	2.22
2007-11-14 05:00:00	7.12	3.58	6.37	0.77	12.5	6.31	100.9			2.599	14.1	32.10	0.005183	10.65	1.77
2007-11-14 06:00:00	7.14	3.58	6.58	0.76	12.4	6.31	104.2			2.590	14.1	32.10	0.006530	10.63	2.23
2007-11-14 08:00:00	7.22	3.58	6.33	0.65	12.3	6.32	100.3			2.580	14.1	32.09	0.007060	10.61	2.41
2007-11-14 11:00:00	7.75	3.54	6.56	0.66	13.0	6.36	103.1			2.570	14.1	31.88	0.007071	10.37	2.41
2007-11-14 12:00:00	7.74	3.53	6.44	0.70	13.1	6.36	101.4			2.560	14.1	31.87	0.007360	10.37	2.51
2007-11-14 14:00:00	7.83	3.53	5.92	0.63	12.8	6.36	93.1			2.540	14.2	31.87	0.007938	10.36	2.71
2007-11-14 15:00:00	7.06	3.58	6.33	0.65	12.4	6.31	100.3			2.519	14.2	32.09	0.005387	10.68	1.84
2007-11-14 16:00:00											14.1				
2007-11-14 17:00:00	7.17	3.58	6.61	0.67	12.5	6.31	104.8			2.504	14.2	32.06	0.006153	10.65	2.10
2007-11-14 18:00:00	7.82	3.54	6.49	0.70	12.9	6.34	102.3			2.492	14.2	31.84	0.007765	10.51	2.65
2007-11-14 20:00:00	8.40	3.52	6.32	0.75	13.2	6.35	99.6			2.516	14.1	31.66	0.010575	10.47	3.61
2007-11-14 21:00:00	8.64	3.52	6.11	0.79	13.3	6.35	96.1			2.521	14.1	31.58	0.010089	10.49	3.44
2007-11-14 22:00:00											14.1				
2007-11-14 23:00:00											14.1				
2007-11-15 00:00:00	8.71	3.50	6.68	0.74	13.5	6.35	105.1			2.535	14.1	31.43	0.008368	10.55	2.85
2007-11-15 01:00:00											14.1				
2007-11-15 02:00:00	9.00	3.48	6.48	0.76	14.3	6.36	101.8			2.534	14.1	31.16	0.007047	10.54	2.40
2007-11-15 06:00:00	7.53	3.57	6.26	0.74	12.8	6.30	99.2			2.530	14.1	31.89	0.006030	10.76	2.06
2007-11-15 07:00:00	8.03	3.55	6.35	0.74	13.3	6.32	100.4			2.530	14.1	31.71	0.007049	10.72	2.40
2007-11-15 08:00:00	8.14	3.56	6.19	0.67	13.0	6.31	98.0			2.530	14.4	31.77	0.007471	10.75	2.55
2007-11-15 10:00:00	8.45	3.53	6.27	0.67	13.3	6.32	99.3			2.530	14.2	31.53	0.007078	10.77	2.41
2007-11-15 11:00:00	8.32	3.54	6.42	0.68	13.2	6.32	101.5			2.539	14.1	31.57	0.007158	10.74	2.44
2007-11-15 12:00:00	8.31	3.54	6.29	0.69	13.2	6.32	99.5			2.530	14.1	31.57	0.007682	10.76	2.62
2007-11-15 15:00:00	7.92	3.56	6.07	0.75	13.2	6.29	96.4			2.521	14.1	31.72	0.007125	10.88	2.43
2007-11-15 16:00:00	7.57	3.58	6.23	0.76	12.9	6.28	99.2			2.517	14.1	31.82	0.006860	10.92	2.34
2007-11-15 17:00:00	7.67	3.59	6.25	0.78	12.8	6.28	99.5			2.520	14.1	31.89	0.007611	10.93	2.60
2007-11-15 18:00:00	8.56	3.55	6.44	0.82	13.3	6.29	102.4			2.473	14.1	31.48	0.008981	10.95	3.06
2007-11-15 19:00:00	9.02	3.53	6.26	0.86	13.5	6.30	99.3			2.489	14.1	31.30	0.010709	10.96	3.65
2007-11-15 22:00:00	9.23	3.52	6.08	0.89	14.0	6.31	96.4			2.511	14.1	31.20	0.010892	10.95	3.72
2007-11-15 23:00:00	9.06	3.53	6.41	0.84	13.6	6.30	101.7			2.518	14.1	31.28	0.010052	10.98	3.43
2007-11-16 00:00:00											14.1				
2007-11-16 01:00:00	8.94	3.52	6.34	0.81	13.6	6.30	100.6			2.520	14.1	31.22	0.010393	10.99	3.54
2007-11-16 03:00:00	9.36	3.50	6.42	0.82	14.0	6.32	101.7			2.517	14.1	31.00	0.008798	10.93	3.00
2007-11-16 04:00:00	9.43	3.49	6.18	0.80	14.2	6.32	97.9			2.517	14.1	30.97	0.008631	10.93	2.94
2007-11-16 05:00:00	8.95	3.51	6.02	0.79	13.9	6.31	95.4			2.517	14.1	31.16	0.009434	10.94	3.22
2007-11-16 06:00:00	8.51	3.53	6.09	0.78	15.0	6.30	96.7			2.520	14.1	31.32	0.008960	10.96	3.06
2007-11-16 09:00:00	8.11	3.55	6.32	0.65	15.5	6.29	100.5			2.527	14.1	31.48	0.009426	10.95	3.22
2007-11-16 10:00:00	9.03	3.50	6.36	0.67	15.3	6.31	100.9			2.530	14.1	31.04	0.010243	10.98	3.49
2007-11-16 11:00:00	9.20	3.50	6.29	0.63	15.1	6.31	99.6			2.540	14.1	30.97	0.009887	10.99	3.37
2007-11-16 12:00:00	9.00	3.50	6.36	0.61	15.0	6.31	100.7			2.534	14.1	30.97	0.009077	10.98	3.10
2007-11-16 13:00:00	9.02	3.49	6.19	0.63	16.2	6.31	98.0			2.530	14.1	30.93	0.008990	10.99	3.07
2007-11-16 14:00:00	8.90	3.51	6.13	0.63	15.0	6.31	97.2			2.530	14.1	31.06	0.009122	10.99	3.11
2007-11-16 17:00:00	8.23	3.54	6.28	0.66	15.8	6.29	99.8			2.528	14.1	31.46	0.007608	10.97	2.59
2007-11-16 19:00:00	8.85	3.52	6.11	0.68	15.6	6.30	97.0			2.530	14.1	31.15	0.007751	11.01	2.64
2007-11-16 20:00:00	8.77	3.51	6.21	0.71	15.4	6.30	98.6			2.529	14.1	31.10	0.009170	11.02	3.13
2007-11-16 21:00:00	9.08	3.50	6.23	0.74	15.2	6.30	98.8			2.530	14.1	30.95	0.010000	11.04	3.41
2007-11-16 22:00:00	9.14	3.49	6.05	0.72	15.3	6.31	96.0			2.530	14.1	30.87	0.009432	11.03	3.22
2007-11-16 23:00:00	9.28	3.49	6.30	0.70	15.3	6.31	99.9			2.540	14.1	30.82	0.008862	11.04	3.02
2007-11-17 00:00:00	9.26	3.48	6.11	0.69	15.3	6.31	96.9			2.520	14.1	30.80	0.008490	11.04	2.90
2007-11-17 01:00:00	9.46	3.47	6.14	0.70	15.5	6.32	97.1			2.520	14.1	30.67	0.009567	11.02	3.26
2007-11-17 02:00:00	9.66	3.45	6.39	0.73	15.8	6.33	101.0			2.520	14.1	30.49	0.008915	11.01	3.04
2007-11-17 03:00:00	9.88	3.44	6.17	0.70	15.9	6.33	97.5			2.518	14.1	30.36	0.008202	11.01	2.80
2007-11-17 04:00:00	9.77	3.45	6.03	0.71	15.7	6.33	95.4			2.510	14.1	30.51	0.009006	11.01	3.07
2007-11-17 05:00:00	9.77	3.46	6.14	0.69	15.5	6.32	97.1			2.508	14.1	30.57	0.009053	11.01	3.09
2007-11-17 06:00:00	9.15	3.49	5.93	0.69	15.2	6.31	94.0			2.509	14.1	30.92	0.009541	11.00	3.25
2007-11-17 08:00:00	9.11	3.49	6.48	0.60	15.2	6.31	102.7			2.495	14.1	30.92	0.008340	10.99	2.84
2007-11-17 09:00:00	9.45	3.45	6.39	0.59	15.7	6.32	101.0			2.482	14.1	30.52	0.008495	11.02	2.90
2007-11-17 10:00:00	9.66	3.45	6.03	0.61	15.9	6.32	95.4			2.494	14.1	30.48	0.009034	11.04	3.08
2007-11-17 11:00:00	9.74	3.45	6.27	0.59	15.7	6.32	99.2			2.500	14.1	30.43	0.008880	11.06	3.03
2007-11-17 12:00:00	9.77	3.45	6.45	0.57	15.7	6.32	102.1			2.511	14.1	30.48	0.009059	11.06	3.09
2007-11-17 13:00:00	9.62	3.45	6.45	0.60	15.6	6.31	102.2			2.530	14.1	30.43	0.008238	11.12	2.81
2007-11-17 15:00:00	9.38	3.47	6.17	0.63	15.6	6.31	97.8			2.559	14.1	30.57	0.008676	11.11	2.96
2007-11-17 16:00:00	9.30	3.48	6.06	0.61	15.5	6.30	96.1			2.570	14.1	30.72	0.008401	11.10	2.87
2007-11-17 17:00:00	9.04	3.49	6.19	0.61	15.3	6.30	98.3			2.570	14.1	30.82	0.009015	11.07	3.07
2007-11-17 21:00:00											14.1				
2007-11-17 22:00:00	10.03	3.44	5.91	0.68	15.8	6.32	93.5			2.590	14.1	30.35	0.010802	11.08	3.68
2007-11-17 23:00:00	10.09	3.44	5.89	0.68	15.8	6.32	93.2			2.600	14.1	30.35	0.009909	11.07	3.38
2007-11-18 00:00:00	10.31	3.42	6.09	0.65	16.2	6.33	96.1			2.590	14.1	30.14	0.009717	11.06	3.31
2007-11-18 01:00:00	10.48	3.41	6.26	0.66	16.1	6.34	98.7			2.580	14.1	30.15	0.010189	11.00	3.47
2007-11-18 02:00:00	11.58	3.34	6.14	0.71	16.8	6.37	96.4			2.574	14.1	29.40	0.008916	10.97	3.04
2007-11-18 04:00:00	11.84	3.30	6.32	0.67	17.7	6.38	99.1			2.560	14.1	29.09	0.007840	10.99	2.67
2007-11-18 06:00:00	9.46	3.45	5.97	0.63	16.2	6.34	94.2			2.550	14.1	30.57	0.007331	10.91	2.50
2007-11-18 07:00:00	8.57	3.52	6.09	0.57	15.7	6.32	96.4			2.550	14.1	31.34	0.008639	10.83	2.95
2007-11-18 09:00:00	8.43	3.53	6.46	0.50	15.7	6.33	102.0			2.540	14.1	31.53	0.006214	10.68	2.12
2007-11-18 10:00:00	9.17	3.45	6.61	0.53	16.4	6.36	103.9			2.540	14.1	30.81	0.006927	10.67	2.36
2007-11-18 11:00:00	9.50	3.43	6.11	0.56	16.3	6.37	95.9			2.540	14.1	30.51	0.007488	10.70	2.55
2007-11-18 12:00:00	9.60	3.44	6.06	0.55	16.3	6.36	95.2			2.540	14.1	30.66	0.007371	10.70	2.51
2007-11-18 14:00:00	10.54	3.36	6.27	0.61	16.7	6.40	98.0			2.540	14.1	29.90	0.007427	10.67	2.53
2007-11-18 16:00:00	10.85	3.33	6.09	0.59	17.3	6.41	94.9			2.540	14.1	29.66	0.006904	10.62	2.35
2007-11-18 18:00:00	10.31	3.40	5.85	0.62	16.7	6.37	91.7			2.550	14.1	30.23	0.006638	10.73	2.26
2007-11-18 19:00:00	9.57	3.45	6.07	0.59	16.3	6.36	95.5			2.550	14.1	30.76	0.006883	10.68	2.35
2007-11-18 21:00:00	10.10	3.37	6.36	0.57	17.1	6.40	99.3			2.540	14.1	30.01	0.007086	10.62	2.42
2007-11-18 22:00:00	10.28	3.36	6.43	0.60	17.1	6.40	100.5			2.550	14.1	29.92	0.007280	10.61	2.48
2007-11-19 00:00:00	12.33	3.21	5.91	0.60	18.7	6.48	91.2			2.560	14.1	28.60	0.006761	10.48	2.31
2007-11-19 01:00:00	14.07	3.07	6.19	0.64	20.2	6.54	94.6			2.560	14.1	27.25	0.007411	10.39	2.53
2007-11-19 05:00:00	14.83	3.06	6.28	0.62	20.6	6.54	96.1			2.570	14.1	27.11	0.007344	10.49	2.51
2007-11-19 06:00:00	11.28	3.32	5.68	0.56	17.5	6.42	88.5			2.575	14.1	29.57	0.008721	10.60	2.97
2007-11-19 08:00:00	8.68	3.48	5.89	0.56	17.2	6.36	92.5			2.590	14.1	31.18	0.006783	10.53	2.31
2007-11-19 10:00:00	9.62	3.39	6.34	0.53	18.0	6.41	98.9			2.590	14.1	30.41	0.006689	10.42	2.28
2007-11-19 11:00:00	10.19	3.38	6.82	0.53	18.2	6.42	106.3			2.590	14.1	30.34	0.006576	10.40	2.24
2007-11-19 12:00:00	10.37	3.35	6.00	0.54	18.3	6.42	93.4			2.610	14.1	30.01	0.008007	10.45	2.73
2007-11-19 13:00:00	11.80	3.25	6.11	0.57	19.3	6.47	94.4			2.620	14.1	28.99	0.007695	10.41	2.62
2007-11-19 14:00:00	12.99	3.13	6.07	0.55	20.5	6.52	93.0			2.620	14.1	27.87	0.007378	10.36	2.52
2007-11-19 15:00:00	13.44	3.10	6.25	0.59	20.9	6.54	95.6			2.620	14.1	27.58	0.007010	10.30	2.39
2007-11-19 17:00:00	13.33	3.10	6.15	0.58	21.1	6.53	94.2			2.630	14.1	27.59	0.007347	10.36	2.51
2007-11-19 18:00:00	13.16	3.12	6.17	0.62	20.7	6.52	94.7			2.630	14.1	27.77	0.006938	10.39	2.37
2007-11-19 20:00:00	9.75	3.40	6.26	0.63	18.3	6.40	97.7			2.640	14.1	30.47	0.006660	10.48	2.27
2007-11-19 22:00:00	10.90	3.26	6.74	0.63	19.4	6.47	104.2			2.630	14.1	29.15	0.007907	10.37	2.70
2007-11-19 23:00:00	11.40	3.25	6.28	0.61	19.4	6.47	97.0			2.646	14.1	29.09	0.006917	10.37	2.36
2007-11-20 00:00:00	12.16	3.22	5.94	0.62	19.8	6.49	91.6			2.660	14.1	28.81	0.007129	10.33	2.43
2007-11-20 03:00:00	14.17	3.04	6.14	0.59	21.3	6.59	93.2			2.670	14.1	27.18	0.007438	10.07	2.54
2007-11-20 05:00:00	15.82	2.91	6.38	0.60	23.2	6.66	95.8			2.680	14.1	26.01	0.007275	9.95	2.48
2007-11-20 07:00:00	10.81	3.32	6.19	0.57	19.4	6.45	95.9			2.690	14.1	29.74	0.006670	10.32	2.28
2007-11-20 08:00:00	9.38	3.39	6.00	0.54	18.5	6.42	93.6			2.700	14.1	30.45	0.007642	10.36	2.61
2007-11-20 09:00:00	8.52	3.47	6.12	0.52	17.7	6.39	95.9			2.700	14.1	31.18	0.007248	10.38	2.47
2007-11-20 11:00:00	10.01	3.36	6.68	0.52	18.9	6.45	103.6			2.666	14.1	30.23	0.007333	10.19	2.50
2007-11-20 12:00:00	9.68	3.37	6.30	0.51	18.7	6.44	97.9			2.710	14.2	30.34	0.006814	10.24	2.32
2007-11-20 13:00:00	10.68	3.26	6.38	0.55	19.8	6.49	98.4			2.700	14.2	29.33	0.008459	10.20	2.89
2007-11-20 14:00:00	11.87	3.20	6.26	0.55	20.6	6.52	96.0			2.700	14.2	28.70	0.008713	10.17	2.97
2007-11-20 16:00:00	11.63	3.20	6.38	0.54	20.9	6.51	97.9			2.700	14.2	28.67	0.006876	10.19	2.35
2007-11-20 17:00:00	13.47	3.05	6.21	0.64	23.1	6.57	94.5			2.690	14.1	27.18	0.008135	10.23	2.77
2007-11-20 18:00:00	14.19	2.99	6.65	0.64	23.8	6.60	100.8			2.690	14.1	26.61	0.007878	10.20	2.69
2007-11-20 20:00:00	10.95	3.27	6.26	0.58	19.7	6.48	96.6			2.690	14.1	29.38	0.008606	10.24	2.94
2007-11-20 21:00:00	8.91	3.42	5.79	0.62	18.1	6.41	90.4			2.690	14.1	30.71	0.008941	10.34	3.05
2007-11-20 22:00:00	9.18	3.41	5.91	0.58	18.2	6.41	92.2			2.700	14.1	30.62	0.007562	10.36	2.58
2007-11-21 00:00:00	11.61	3.26	6.34	0.59	20.6	6.49	97.6			2.679	14.1	29.38	0.007196	10.13	2.45
2007-11-21 02:00:00	13.25	3.11	6.23	0.56	22.6	6.57	94.8			2.690	14.1	27.97	0.006514	9.99	2.22
2007-11-21 03:00:00	13.43	3.11	6.51	0.59	22.5	6.57	99.0			2.689	14.1	27.96	0.007334	9.98	2.50
2007-11-21 04:00:00	14.10	3.04	6.42	0.57	23.3	6.63	96.8			2.680	14.1	27.43	0.006980	9.76	2.38
2007-11-21 05:00:00											14.1				
2007-11-21 10:00:00	8.42	3.48	6.29	0.44	17.6	6.40	98.3			2.675	14.5	31.51	0.005447	10.20	1.86
2007-11-21 11:00:00	8.76	3.32	6.10	0.47	19.7	6.50	93.9			2.670	14.2	30.14	0.005597	9.87	1.91
2007-11-21 12:00:00	7.74	3.47	6.51	0.47	17.8	6.40	101.7			2.657	14.2	31.41	0.006342	10.19	2.16
2007-11-21 15:00:00	10.36	3.30	5.98	0.53	20.2	6.49	92.1			2.660	14.1	29.77	0.009761	10.05	3.33
2007-11-21 16:00:00	10.41	3.32	6.31	0.54	19.8	6.48	97.5			2.660	14.1	29.93	0.008226	10.09	2.81
2007-11-21 17:00:00	10.30	3.30	6.28	0.57	20.2	6.48	96.9			2.650	14.1	29.80	0.008626	10.10	2.94
2007-11-21 18:00:00	13.28	3.11	5.94	0.63	23.5	6.57	90.4			2.650	14.1	27.95	0.009523	10.01	3.25
2007-11-21 19:00:00	14.42	2.96	6.22	0.62	26.6	6.64	93.7			2.650	14.1	26.48	0.008995	9.95	3.07
2007-11-21 21:00:00	10.69	3.31	6.04	0.58	20.5	6.48	93.2			2.649	14.1	29.79	0.008766	10.14	2.99
2007-11-21 22:00:00	8.86	3.41	5.93	0.56	19.0	6.42	92.3			2.654	14.1	30.75	0.006412	10.24	2.19
2007-11-21 23:00:00	8.16	3.46	6.01	0.49	18.0	6.41	93.8			2.649	14.1	31.33	0.006324	10.19	2.16
2007-11-22 00:00:00	9.99	3.49	6.16	0.49	17.5	6.40	96.3			2.661	14.1	31.58	0.005833	10.17	1.99
2007-11-22 03:00:00	10.78	3.28	6.06	0.50	21.0	6.52	92.9			2.663	14.1	29.75	0.007721	9.83	2.63
2007-11-22 04:00:00	11.15	3.25	6.34	0.52	21.5	6.55	96.8			2.660	14.1	29.55	0.007169	9.71	2.45
2007-11-22 06:00:00	12.01	3.14	6.05	0.55	23.4	6.62	91.4			2.660	14.1	28.63	0.007698	9.48	2.63
2007-11-22 07:00:00	12.09	3.16	6.16	0.53	22.4	6.61	93.3			2.660	14.1	28.88	0.006955	9.50	2.37
2007-11-22 08:00:00	11.34	3.23	5.90	0.53	21.5	6.56	90.0			2.660	14.1	29.43	0.007988	9.69	2.72
2007-11-22 09:00:00	9.64	3.35	6.05	0.47	19.9	6.49	93.2			2.658	14.1	30.49	0.008225	9.86	2.81
2007-11-22 10:00:00	8.50	3.45	6.00	0.45	18.4	6.43	93.3			2.667	14.1	31.32	0.007944	10.00	2.71
2007-11-22 11:00:00	8.35	3.47	6.27	0.46	17.9	6.42	97.5			2.660	14.1	31.62	0.006322	9.98	2.16
2007-11-22 13:00:00	8.04	3.48	6.41	0.47	18.0	6.41	99.9			2.619	14.2	31.64	0.007873	10.04	2.69
2007-11-22 15:00:00	10.82	3.27	6.44	0.53	21.7	6.53	98.6			2.633	14.2	29.75	0.012081	9.77	4.12
2007-11-22 16:00:00	10.84	3.26	6.20	0.56	21.8	6.54	94.8			2.640	14.2	29.59	0.011173	9.77	3.81
2007-11-22 17:00:00	10.08	3.27	6.16	0.56	21.8	6.53	94.4			2.640	14.2	29.72	0.009984	9.79	3.41
2007-11-22 18:00:00	10.30	3.25	6.30	0.60	22.0	6.54	96.3			2.640	14.1	29.54	0.009164	9.78	3.13
2007-11-22 19:00:00	13.01	3.04	6.37	0.63	26.5	6.65	95.7			2.640	14.1	27.63	0.009631	9.54	3.28
2007-11-22 22:00:00	9.61	3.36	6.63	0.56	20.6	6.48	102.3			2.640	14.1	30.49	0.007837	9.90	2.67
2007-11-23 00:00:00	8.00	3.49	6.48	0.51	18.2	6.42	100.9			2.641	14.1	31.73	0.006783	10.00	2.31
2007-11-23 01:00:00	7.62	3.43	6.31	0.49	18.6	6.46	97.6			2.634	14.1	31.37	0.005895	9.80	2.01
2007-11-23 02:00:00	7.79	3.48	6.51	0.51	17.8	6.43	101.2			2.640	14.1	31.83	0.006687	9.85	2.28
2007-11-23 03:00:00	8.16	3.47	6.46	0.51	18.2	6.45	100.2			2.640	14.1	31.68	0.006834	9.80	2.33
2007-11-23 05:00:00	8.53	3.42	6.57	0.49	18.9	6.48	101.3			2.640	14.1	31.34	0.006198	9.65	2.11
2007-11-23 07:00:00	10.00	3.29	6.33	0.48	21.2	6.58	96.3			2.640	14.1	30.41	0.006682	9.25	2.28
2007-11-23 08:00:00											14.1				
2007-11-23 09:00:00	9.94	3.29	6.12	0.47	21.0	6.59	92.9			2.633	14.1	30.41	0.006795	9.19	2.32
2007-11-23 11:00:00	8.03	3.45	6.21	0.45	18.0	6.48	95.9			2.623	14.1	31.65	0.006923	9.60	2.36
2007-11-23 13:00:00	7.29	3.51	6.23	0.41	17.1	6.42	97.0			2.601	14.2	32.07	0.006090	9.85	2.08
2007-11-23 14:00:00	7.45	3.51	6.29	0.44	17.3	6.42	98.0			2.596	14.2	32.01	0.007975	9.90	2.72
2007-11-23 15:00:00	8.53	3.42	6.69	0.49	18.5	6.48	103.3			2.577	14.2	31.32	0.011063	9.68	3.77
2007-11-23 16:00:00											14.1				
2007-11-23 17:00:00	10.50	3.26	6.32	0.54	22.6	6.57	96.3			2.610	14.2	29.80	0.012898	9.52	4.40
2007-11-23 18:00:00	9.76	3.32	6.40	0.59	21.0	6.53	97.9			2.610	14.1	30.40	0.011286	9.59	3.85
2007-11-23 19:00:00	9.81	3.32	6.67	0.56	21.0	6.53	102.1			2.610	14.1	30.38	0.012897	9.59	4.40
2007-11-23 20:00:00	12.84	3.04	6.80	0.58	27.5	6.70	101.5			2.603	14.1	27.86	0.013162	9.19	4.49
2007-11-23 22:00:00	11.14	3.13	6.74	0.56	25.0	6.64	101.5			2.600	14.1	28.68	0.009062	9.33	3.09
2007-11-24 02:00:00	7.52	3.49	6.04	0.47	17.8	6.44	93.9			2.591	14.1	31.94	0.005924	9.80	2.02
2007-11-24 04:00:00	7.48	3.49	6.33	0.48	17.4	6.44	98.3			2.610	14.1	31.99	0.006385	9.76	2.18
2007-11-24 06:00:00	7.92	3.47	6.45	0.43	18.3	6.45	100.0			2.610	14.1	31.75	0.005421	9.73	1.85
2007-11-24 07:00:00	8.62	3.38	6.54	0.45	19.6	6.52	100.3			2.610	14.1	31.13	0.005504	9.47	1.88
2007-11-24 08:00:00		3.38	6.39	0.46	19.9	6.52	97.9			2.620	13.9	31.08	0.006526	9.44	2.23
2007-11-24 10:00:00	8.68	3.39	6.04	0.44	19.6	6.51	92.8			2.628	14.1	31.24	0.007142	9.46	2.44
2007-11-24 11:00:00	8.16	3.43	6.18	0.43	18.9	6.49	95.2			2.630	14.1	31.57	0.006775	9.51	2.31
2007-11-24 12:00:00	7.34	3.52	6.19	0.44	17.2	6.42	96.4			2.629	14.1	32.21	0.005199	9.82	1.77
2007-11-24 13:00:00	6.87	3.51	6.31	0.46	17.1	6.43	98.0			2.606	14.1	32.19	0.005620	9.75	1.92
2007-11-24 14:00:00	7.20	3.51	6.26	0.46	17.2	6.43	97.5			2.620	14.1	32.16	0.006663	9.80	2.27
2007-11-24 15:00:00	7.32	3.49	6.16	0.48	17.7	6.44	95.6			2.610	14.1	31.96	0.007282	9.76	2.48
2007-11-24 16:00:00	8.18	3.44	6.64	0.54	18.5	6.48	102.5			2.600	14.1	31.56	0.011407	9.62	3.89
2007-11-24 17:00:00	10.10	3.25	6.32	0.56	23.3	6.59	95.9			2.607	14.1	29.81	0.015419	9.38	5.26
2007-11-24 18:00:00	10.55	3.25	6.41	0.59	23.1	6.59	97.3			2.620	14.1	29.80	0.012723	9.38	4.34
2007-11-24 19:00:00	10.60	3.23	6.17	0.62	23.4	6.59	93.6			2.620	14.1	29.70	0.012183	9.36	4.16
2007-11-24 21:00:00	12.38	3.08	6.24	0.62	27.1	6.69	93.3			2.620	14.1	28.29	0.010930	9.12	3.73
2007-11-24 22:00:00	13.44	3.01	6.70	0.61	28.7	6.73	99.6			2.620	14.1	27.71	0.010183	9.04	3.47
2007-11-24 23:00:00	11.04	3.18	6.62	0.58	24.8	6.63	99.8			2.620	14.1	29.27	0.009462	9.26	3.23
2007-11-25 00:00:00	9.43	3.33	6.67	8.09	21.4	6.54	101.9			2.624	14.1	30.64	0.015316	9.46	5.22
2007-11-25 01:00:00	8.95	3.40	6.50	0.59	19.7	6.50	100.0			2.625	14.1	31.20	0.008588	9.55	2.93
2007-11-25 02:00:00	7.82	3.48	6.67	0.53	17.8	6.45	103.4			2.620	14.1	31.93	0.006068	9.70	2.07
2007-11-25 03:00:00	7.32	3.50	6.14	0.51	17.4	6.44	95.3			2.623	14.1	32.13	0.005851	9.71	2.00
2007-11-25 04:00:00	7.53	3.51	6.28	0.52	16.9	6.44	97.6			2.630	14.1	32.20	0.005995	9.72	2.04
2007-11-25 06:00:00	7.66	3.47	6.05	0.53	17.9	6.47	93.6			2.620	14.1	31.93	0.006447	9.60	2.20
2007-11-25 07:00:00	8.06	3.45	6.32	0.49	18.1	6.48	97.6			2.630	14.1	31.80	0.005645	9.54	1.93
2007-11-25 09:00:00	8.52	3.41	6.11	0.46	19.1	6.51	93.8			2.630	14.1	31.48	0.006714	9.39	2.29
2007-11-25 10:00:00	8.43	3.42	6.19	0.47	18.7	6.51	95.1			2.630	14.1	31.55	0.007024	9.39	2.40
2007-11-25 11:00:00	8.23	3.43	6.14	0.48	18.4	6.50	94.5			2.630	14.1	31.66	0.006743	9.42	2.30
2007-11-25 14:00:00	7.19	3.50	6.11	0.46	17.8	6.44	94.9			2.582	14.2	32.06	0.006024	9.76	2.05
2007-11-25 15:00:00	7.30	3.52	6.42	0.48	16.9	6.42	99.9			2.604	14.2	32.20	0.006881	9.83	2.35
2007-11-25 16:00:00	7.53	3.51	6.50	0.48	17.5	6.43	101.1			2.578	14.2	32.08	0.007833	9.82	2.67
2007-11-25 17:00:00	8.29	3.44	6.71	0.54	18.6	6.48	103.5			2.600	14.2	31.55	0.012048	9.60	4.11
2007-11-25 18:00:00	9.95	3.29	6.38	0.59	22.1	6.57	97.1			2.620	14.1	30.25	0.014485	9.39	4.94
2007-11-25 21:00:00	9.34	3.35	6.69	0.56	20.6	6.53	102.4			2.620	14.1	30.82	0.010818	9.46	3.69
2007-11-25 22:00:00	12.07	3.09	6.30	0.57	26.7	6.71	93.9			2.610	14.1	28.58	0.011216	8.92	3.83
2007-11-26 03:00:00	7.76	3.48	6.36	0.52	17.9	6.47	98.4			2.610	14.1	31.98	0.005762	9.57	1.96
